,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
10,8.231853115875676,7.984709283107145,8.026467409134368,8.031149435428318,7.76481228967521,7.967486416602389,7.68885640007945,7.849746462631538,7.869476487836565,7.669211338031125,7.985432440390894,7.839357982147131,7.833867003882887,7.782142038353523,7.540300775781161,7.800544202413966,8.099125419407114,7.939994763345707,7.808463068550099,7.809488172056408,7.529762597027031,8.086709688924167,7.72884430455532,8.013431517206213,7.987735373815036,7.829171362802932,8.064258934712075
11,7.707546844143477,8.083970050798614,8.217159771093302,7.955706301692137,7.681415303134257,7.9175372848843235,8.066026103679903,7.562153841433778,7.887585509179514,8.021526375766513,7.03228423957145,7.699663161157443,7.505700884471203,7.963382506549336,7.802064165255058,7.052220410250163,7.974036125055708,7.7676698863169635,8.024170389479517,7.997171124241617,8.02508462319038,8.065186657880677,7.951435810781632,8.085830977472105,7.992599418788328,7.568036652251262,7.972121177631668
12,7.852006143265777,7.956113548679213,8.165343465644009,8.16974318807414,7.787640580205377,7.883207880513041,7.838992376776358,7.834975930745055,8.155860970940282,8.13362187818526,8.317214006537379,8.370789005821775,8.513237567913745,8.163725339230368,7.421096679367,7.964631453483064,8.185444143294182,8.134676195575983,7.915915044395136,7.973648086845193,7.816697219859625,7.863149384532084,8.158619892317084,7.738593079575773,7.810296545821563,7.725808201918037,7.622560082579712
13,6.70709453186578,7.6589543231857204,7.940588359203681,7.596680943221634,7.511967696669788,7.873261326072418,7.818414732576276,7.833780942475357,7.968614637553548,7.980355359342715,7.942478563041201,8.096072466815848,8.173180308967574,7.953167419216136,7.560158859935353,8.115516348212864,8.170715326895312,8.153718474181819,8.043639939764759,7.897310535211426,7.751397553274362,7.892792935792273,7.994018879078987,8.044136803134876,8.036895475329825,7.943441518297266,8.061214414832756
14,7.365939812560156,7.132529507719577,7.74688296025208,7.801569525442581,7.692538961478718,7.632714296416533,7.423201573287642,7.7375428086818046,7.856148866338804,7.855256393820785,7.799344305999341,7.757582633409657,7.832050668574951,7.652373698941971,7.748206182842049,7.7994750578266085,7.822551169568834,7.917430913141283,8.00485060400594,7.9026955437171615,7.895774330158966,8.134854602560793,7.988013309010528,8.151761378048654,8.156748274603675,8.065368802401089,7.92076866528282
15,7.90287161436547,7.996735008112882,7.978128685748845,7.930542778759967,7.869173606777781,7.773278949220098,7.597216479108605,7.963003725999382,7.935956467190537,7.95018390612533,7.876651874464548,7.969929930746145,8.031355481318753,7.895856074791383,7.94778802785837,8.004591952912348,7.970589006099028,7.766151577045309,7.696654554018579,7.86675405894122,7.592500708578221,7.7633201394795215,7.953951021712071,8.017990653073532,8.02029856797845,7.875277485580727,7.89157242923678
16,7.826899752176989,7.998089284280118,7.954594176659725,7.933978217004548,7.985074413745905,7.9501316292948925,7.894411356705816,7.847679101660882,7.945554350666516,7.947962971538612,7.968313517395739,8.056487885730187,8.100642976352267,7.971509058369044,7.935326469530171,7.946336533513696,6.8998101976713535,7.272285649876732,7.10606980486412,7.216284909098084,6.890352213386221,7.667419297552897,7.7366486169532696,7.7691393178210895,7.739521031741003,7.445720882591177,7.498555086643117
17,7.839433476525251,7.829619764674124,7.841706552395367,7.581478563298132,7.3903227684173265,7.811608668129608,7.34894856254217,7.759650989839528,7.749653518060593,7.839945007706692,7.859027959544259,7.820858751896699,7.8443156261447005,7.76584493048404,7.5743475644451,8.066849504223462,8.327497877286167,8.051790656145188,8.1776347111288,8.017864181292301,7.886906907273073,7.696656111348963,8.07160504736627,7.931637428778211,7.822081896929584,7.960002140559118,8.251770328806556
18,7.551691347074108,7.997566650783807,7.414664958007593,7.9731612656668425,8.102412733917125,7.724452143911007,7.793312520229199,7.487403103020268,7.835506242483541,7.985759451318612,8.169920865696948,8.155339334621656,7.44852908083261,7.822972327944823,7.752748518383533,7.980864172336046,8.156216004464474,7.917923994630856,8.046065187886288,8.096178776814916,7.91015346256192,8.085298572904021,8.001539449369899,8.10185696114467,8.070217103245046,8.173406592071613,8.015419994094215
19,5.1003086833244735,7.362916982438714,7.85856197768217,7.877339546714049,7.817036356351515,7.970573430287212,8.03130422666933,8.059124758280543,8.249013091172827,8.085105413115912,7.892133133479974,8.094459958328724,8.15118929573853,7.9112409974525635,7.385822671676331,8.121458201144744,8.232270754076723,8.029009859288376,7.944288158986698,6.475436211332214,7.073197165351132,7.906790317651722,7.927911700371643,8.047839763701376,7.989727886297839,7.849776672636493,7.609512185282872
20,7.840788299232438,7.874941467150313,7.996725689870149,7.8830920978397625,7.758220668646526,7.675022060274715,7.742644157591122,7.624543033891232,7.598790865425204,7.561290991275779,7.139403231020692,7.687806655055059,7.916932993079232,8.081059826775126,8.007692677983542,7.919820649067523,8.061949132908365,8.090800518881785,8.063001369283626,8.05897495217893,8.058870960921492,7.933966223432267,7.872698516597664,7.980038011533183,8.03759813350272,7.911469445768317,7.924226657342994
